longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.29,37.9,44.79682787402816,1283.0,257.0,576.0,236.0,3.3333,276800.0,NEAR BAY
-117.39,33.97,52.0,3307.0,506.0,1269.0,529.0,4.3176,136200.0,INLAND
-122.26,37.77,52.0,1670.0,310.0,793.0,299.0,2.9732,282100.0,NEAR BAY
-120.66,35.1,25.500402187446134,1583.0,377.0,704.0,269.0,2.1042,268300.0,<1H OCEAN
-120.1,39.19,22.907261665026823,3824.0,581.0,241.0,106.0,5.5456,360000.0,INLAND
-120.62,35.13,30.95756823999544,3971.0,814.0,1792.0,723.0,2.7128,209900.0,<1H OCEAN
-115.56,32.78,48.74823430434073,2511.0,542.0,1583.0,469.0,3.0603,70800.0,INLAND
-117.75,34.05,23.46101636991818,437.0,118.0,469.0,97.0,1.7206,107500.0,INLAND
-116.24,33.72,30.684691919088657,5236.0,1022.0,2725.0,935.0,3.775,93400.0,INLAND
-118.21,34.16,28.80545577119987,434.0,73.0,199.0,75.0,5.9199,420500.0,<1H OCEAN
-121.31,38.57,5.016324241324031,2748.0,597.0,1663.0,565.0,3.5192,113300.0,INLAND
-122.09,37.4,28.89325676660011,3218.0,998.0,2087.0,964.0,3.2875,182700.0,NEAR BAY
-117.82,33.85,15.43428910983391,1810.0,277.0,1189.0,326.0,5.2227,213500.0,<1H OCEAN
-122.34,37.95,46.23705651906889,1788.0,330.0,933.0,329.0,2.875,133400.0,NEAR BAY
-119.09,35.3,1.2443045271985178,2821.0,568.0,1353.0,495.0,3.6852,109800.0,INLAND
-119.06,35.35,23.299206921411486,9351.0,2091.0,4584.0,1953.0,2.575,69900.0,INLAND
-122.32,38.12,17.09004269458662,5382.0,938.0,3928.0,921.0,5.3785,150600.0,NEAR BAY
-118.08,33.76,22.645680450510245,529.0,146.0,193.0,155.0,2.0952,71300.0,<1H OCEAN
-117.12,32.8,26.954522214698564,1727.0,321.0,879.0,345.0,3.8125,166300.0,NEAR OCEAN
-121.91,37.68,27.971577575231098,1804.0,293.0,831.0,260.0,6.177,262900.0,<1H OCEAN
-122.32,37.93,43.88509183654144,1141.0,257.0,434.0,196.0,3.9464,186900.0,NEAR BAY
-115.52,33.12,37.01804361790771,1327.0,295.0,784.0,231.0,1.8793,60800.0,INLAND
-118.47,34.14,32.09251443221263,3646.0,595.0,1390.0,607.0,7.629,500001.0,<1H OCEAN
-118.52,34.04,43.44444968533985,2167.0,257.0,761.0,256.0,13.6842,500001.0,<1H OCEAN
-118.29,33.95,39.29589579288934,721.0,192.0,842.0,208.0,1.6029,89700.0,<1H OCEAN
-120.7,38.69,16.96302220804793,4492.0,852.0,2093.0,734.0,4.0709,151700.0,INLAND
-118.28,33.92,44.918180386796784,742.0,163.0,729.0,144.0,3.055,105400.0,<1H OCEAN
-118.14,34.18,49.15516807698867,3457.0,597.0,1700.0,579.0,3.5164,226500.0,<1H OCEAN
-122.1,37.96,25.492793225044053,1374.0,184.0,569.0,235.0,6.3699,235500.0,NEAR BAY
-117.89,33.92,31.665921743961583,1473.0,390.0,1025.0,315.0,3.8333,170400.0,<1H OCEAN
-118.3,33.99,44.99783244042386,1534.0,457.0,1231.0,329.0,2.5437,94500.0,<1H OCEAN
-122.48,37.85,45.37104193760518,6297.0,1431.0,2096.0,1205.0,6.4752,500001.0,NEAR BAY
-122.16,37.75,47.69804995764824,954.0,154.0,429.0,154.0,2.925,142900.0,NEAR BAY
-117.9,33.75,24.74252160192597,1346.0,268.0,1575.0,278.0,3.425,159500.0,<1H OCEAN
-117.07,32.91,2.184541375344341,2234.0,243.0,894.0,253.0,10.3354,477600.0,<1H OCEAN
-122.66,38.45,31.249937992298122,2081.0,360.0,906.0,323.0,4.4375,293500.0,<1H OCEAN
-121.87,37.38,13.78090577193238,3275.0,490.0,1863.0,527.0,5.5429,269100.0,<1H OCEAN
-120.86,37.77,41.369071234315925,621.0,121.0,257.0,124.0,1.7188,109400.0,INLAND
-118.21,34.02,49.12867266135421,22.0,8.0,55.0,7.0,7.5752,67500.0,<1H OCEAN
-122.01,37.92,24.683419413223838,2808.0,313.0,1038.0,337.0,8.3956,353600.0,NEAR BAY
-119.05,34.13,15.104855055852388,57.0,22.0,69.0,15.0,5.0066,275000.0,NEAR OCEAN
-120.35,37.95,18.035616548461775,2104.0,476.0,960.0,401.0,2.4,177000.0,INLAND
-118.17,33.9,9.979690136294508,3653.0,1240.0,3215.0,854.0,2.8681,114200.0,<1H OCEAN
-118.08,33.86,32.177750219898826,3260.0,823.0,1969.0,737.0,3.5268,215500.0,<1H OCEAN
-120.95,37.73,9.519091819276476,3609.0,611.0,2650.0,742.0,2.8565,92700.0,INLAND
-122.37,37.96,38.76901223446383,1572.0,401.0,1046.0,350.0,0.7403,68600.0,NEAR BAY
-122.08,37.9,27.951702885083108,1075.0,165.0,486.0,173.0,5.0499,306800.0,NEAR BAY
-122.23,37.8,52.0,2033.0,542.0,787.0,459.0,3.1603,269500.0,NEAR BAY
-118.43,34.42,10.974281796855564,3600.0,656.0,1799.0,576.0,6.2971,218300.0,<1H OCEAN
-122.15,37.74,40.876027558121564,1383.0,302.0,853.0,272.0,3.5083,122000.0,NEAR BAY
-118.18,34.12,30.453108402926222,2640.0,831.0,1795.0,655.0,2.369,173400.0,<1H OCEAN
-120.3,35.1,18.443519978602662,2819.0,428.0,1068.0,365.0,4.5461,270800.0,<1H OCEAN
-118.19,34.67,12.12461885276452,11275.0,1882.0,5731.0,1692.0,5.0285,167900.0,INLAND
-122.63,38.22,15.955622025585605,2652.0,361.0,1199.0,350.0,5.565,267100.0,<1H OCEAN
-118.39,34.03,17.748149005457602,1450.0,529.0,746.0,437.0,3.1415,55000.0,<1H OCEAN
-122.47,37.5,21.092677526847986,950.0,305.0,404.0,195.0,3.1937,319200.0,NEAR OCEAN
-122.59,38.01,34.127854018034185,8814.0,1235.0,3450.0,1258.0,6.1724,414300.0,NEAR BAY
-117.86,33.62,16.49853539252542,2975.0,344.0,1247.0,398.0,10.1989,500001.0,<1H OCEAN
-118.3,33.9,20.41422516592986,2421.0,821.0,1726.0,660.0,3.287,181400.0,<1H OCEAN
-118.01,33.66,19.409898662502265,4559.0,1269.0,1949.0,910.0,4.355,429200.0,NEAR OCEAN
-117.9,34.06,38.07148670674606,2956.0,506.0,1488.0,464.0,5.3664,268300.0,<1H OCEAN
-118.56,34.21,13.886183907990663,8327.0,1627.0,4126.0,1773.0,3.7313,189800.0,<1H OCEAN
-117.84,33.79,42.927958000277485,2733.0,451.0,1378.0,476.0,5.3041,235700.0,<1H OCEAN
-122.06,38.25,35.90015738027894,1562.0,319.0,898.0,307.0,3.3598,107200.0,INLAND
-121.0,37.61,38.64036359645354,2647.0,596.0,2045.0,550.0,2.273,62900.0,INLAND
-122.08,37.88,28.063127837436852,2059.0,515.0,410.0,294.0,2.3971,99400.0,NEAR BAY
-121.64,36.7,35.777311157498715,4089.0,826.0,2927.0,713.0,4.1675,142500.0,<1H OCEAN
-118.59,34.21,41.143721603175756,1943.0,284.0,895.0,305.0,5.0462,227700.0,<1H OCEAN
-118.24,33.94,34.626645688562164,940.0,225.0,1071.0,204.0,1.2679,92000.0,<1H OCEAN
-122.29,37.89,52.0,2178.0,467.0,940.0,423.0,5.0551,232200.0,NEAR BAY
-118.11,34.16,51.445844669995445,1353.0,252.0,852.0,306.0,3.4583,239900.0,INLAND
-118.14,33.88,48.64819843241093,1531.0,310.0,1119.0,341.0,4.3646,161400.0,<1H OCEAN
-117.16,32.73,52.0,1863.0,562.0,906.0,493.0,1.9203,195800.0,NEAR OCEAN
-118.12,33.81,35.02877996393285,2565.0,492.0,1155.0,443.0,4.6087,224600.0,<1H OCEAN
-122.09,37.42,19.792005664593503,4874.0,1454.0,2699.0,1163.0,3.8003,229800.0,NEAR BAY
-118.84,34.16,19.727753003463853,6075.0,1305.0,2571.0,1018.0,5.22,399400.0,<1H OCEAN
-120.06,39.09,37.51433065364395,2979.0,567.0,316.0,124.0,2.1987,124000.0,INLAND
-121.94,37.27,44.93979958643892,1030.0,236.0,537.0,175.0,3.9265,236900.0,<1H OCEAN
-118.28,34.03,45.70688919507554,1933.0,938.0,3121.0,719.0,1.8539,147500.0,<1H OCEAN
-117.29,34.1,14.70774356188859,1204.0,504.0,844.0,424.0,0.7235,71300.0,INLAND
-117.11,33.23,18.05681372410787,5819.0,909.0,2228.0,866.0,4.9335,298100.0,<1H OCEAN
-118.64,34.17,29.940864131239948,6767.0,1059.0,2574.0,883.0,7.7846,409000.0,<1H OCEAN
-117.15,33.02,9.888036652325368,15029.0,2570.0,5613.0,1696.0,7.2731,450400.0,NEAR OCEAN
-119.93,36.32,21.363528567819763,8363.0,1811.0,7679.0,1580.0,2.0285,106300.0,INLAND
-117.08,32.69,31.121108570804267,2558.0,603.0,1938.0,492.0,3.4875,117000.0,NEAR OCEAN
-117.62,33.43,23.383078227732163,1296.0,476.0,850.0,367.0,2.7545,231300.0,NEAR OCEAN
-117.4,34.08,26.038589391895375,3622.0,640.0,2503.0,720.0,3.8531,105400.0,INLAND
-116.95,32.78,37.87889505394743,2432.0,453.0,1147.0,427.0,3.3906,138100.0,<1H OCEAN
-122.51,37.76,44.50024361111768,2345.0,567.0,1439.0,614.0,2.8448,268900.0,NEAR OCEAN
-117.88,33.84,25.728293143507535,1499.0,250.0,755.0,277.0,3.5893,238500.0,<1H OCEAN
-118.03,34.09,25.343581836036265,1219.0,309.0,1152.0,323.0,2.8029,180900.0,INLAND
-118.32,34.1,24.971801707997276,1759.0,683.0,1463.0,620.0,1.7306,450000.0,<1H OCEAN
-122.4,37.81,7.135999888360809,1349.0,385.0,536.0,334.0,7.7852,250000.0,NEAR BAY
-122.51,37.78,50.069894262493726,2564.0,570.0,1056.0,460.0,4.7328,351100.0,NEAR BAY
-122.25,38.11,52.0,2365.0,451.0,1131.0,458.0,2.6133,103100.0,NEAR BAY
-117.17,34.28,8.43325334498017,4867.0,729.0,780.0,250.0,7.1997,253800.0,INLAND
-121.98,36.96,36.33776503640757,3209.0,727.0,1489.0,692.0,3.6619,245100.0,NEAR OCEAN
-121.26,38.68,2.5898815472694983,3080.0,1001.0,1195.0,683.0,2.7477,133000.0,INLAND
-120.08,34.62,12.69301835449863,3478.0,516.0,1693.0,582.0,4.6554,272300.0,NEAR OCEAN
-118.54,34.22,39.01094989073945,1664.0,344.0,1000.0,309.0,4.6731,224100.0,<1H OCEAN
-121.98,37.36,31.355026673604524,1199.0,245.0,814.0,238.0,4.6719,252100.0,<1H OCEAN
-124.18,40.62,42.77110334956584,952.0,193.0,480.0,179.0,3.0536,107000.0,NEAR OCEAN
-117.31,34.35,16.81282754961051,2404.0,434.0,1074.0,359.0,5.0198,151900.0,INLAND
-117.05,32.8,28.736568300577986,1905.0,259.0,865.0,253.0,6.4797,249000.0,<1H OCEAN
-122.94,38.49,44.78841081841472,3169.0,814.0,777.0,344.0,2.7072,117100.0,<1H OCEAN
-121.14,37.7,25.529808402336926,1343.0,264.0,751.0,225.0,3.2391,187500.0,INLAND
-121.35,38.62,23.156933524969816,4175.0,792.0,2032.0,830.0,3.4299,164000.0,INLAND
-117.34,34.1,20.06848472930677,11827.0,3013.0,6640.0,2299.0,2.4878,103800.0,INLAND
-122.01,37.94,22.001925351963987,2077.0,357.0,937.0,292.0,6.3809,273600.0,NEAR BAY
-120.32,37.91,15.056232124930748,108.0,15.0,54.0,22.0,4.375,100000.0,INLAND
-118.44,34.03,26.820116657896918,2059.0,741.0,1349.0,588.0,3.2396,352400.0,<1H OCEAN
-122.24,37.84,52.0,3529.0,499.0,1177.0,555.0,5.1773,389500.0,NEAR BAY
-116.93,32.79,23.89558724450252,5759.0,1488.0,3108.0,1202.0,3.0927,140600.0,<1H OCEAN
-117.94,34.06,36.40955495561627,1921.0,413.0,1230.0,447.0,3.6648,193900.0,<1H OCEAN
-122.42,37.66,37.715359836859854,725.0,129.0,335.0,140.0,4.125,327600.0,NEAR OCEAN
-118.33,33.93,39.989591177733224,4916.0,1225.0,3533.0,1035.0,3.2862,152300.0,<1H OCEAN
-120.87,38.37,27.320312634515908,3998.0,848.0,1614.0,698.0,2.8125,113400.0,INLAND
-121.96,36.98,18.30902900925624,4907.0,1320.0,2265.0,1048.0,2.6757,229200.0,NEAR OCEAN
-122.32,37.69,52.0,592.0,125.0,340.0,143.0,5.966,315200.0,NEAR BAY
-118.02,33.73,25.699660396156077,3711.0,553.0,1902.0,597.0,5.5599,234100.0,<1H OCEAN
-117.65,34.09,44.65308034597201,1214.0,257.0,701.0,294.0,2.7083,116300.0,INLAND
-118.01,33.83,25.355176344353858,4639.0,1489.0,3093.0,1257.0,2.5577,202300.0,<1H OCEAN
-122.01,37.98,24.170121540205635,1476.0,338.0,777.0,297.0,3.5179,165500.0,NEAR BAY
-118.26,33.96,46.74458555232726,1475.0,324.0,1222.0,298.0,1.5303,95300.0,<1H OCEAN
-118.15,33.98,39.88773981373591,1184.0,325.0,1320.0,276.0,2.3,165600.0,<1H OCEAN
-119.98,38.92,32.639234199981175,1408.0,345.0,522.0,221.0,2.0708,89600.0,INLAND
-118.36,34.19,6.3939821009104225,2921.0,821.0,1512.0,664.0,4.1445,176400.0,<1H OCEAN
-122.12,37.44,29.274753304105715,1509.0,344.0,748.0,268.0,4.875,373400.0,NEAR BAY
-117.12,32.75,15.241537233144243,2671.0,669.0,1800.0,646.0,2.1394,106700.0,NEAR OCEAN
-119.73,34.43,35.423558813017465,2703.0,809.0,1383.0,631.0,4.5278,340400.0,NEAR OCEAN
-122.34,40.57,19.856304874556198,1610.0,279.0,748.0,307.0,2.6591,82800.0,INLAND
-122.08,37.87,31.328426235625557,2405.0,648.0,680.0,531.0,2.4896,73400.0,NEAR BAY
-122.52,38.53,37.32952841306553,1227.0,220.0,548.0,207.0,4.875,336700.0,INLAND
-118.13,34.68,29.491142796879814,718.0,147.0,347.0,121.0,4.025,102600.0,INLAND
-122.5,37.51,14.781313340365328,749.0,143.0,355.0,124.0,8.2364,371800.0,NEAR OCEAN
-121.13,36.2,20.005919962959332,1868.0,394.0,1323.0,436.0,2.9559,163200.0,<1H OCEAN
-118.53,34.19,31.301252243648833,2618.0,712.0,1961.0,633.0,2.625,192300.0,<1H OCEAN
-118.06,33.84,21.18899209527407,5643.0,1263.0,3841.0,1195.0,4.0542,168400.0,<1H OCEAN
-122.3,37.77,44.555042115687634,2038.0,367.0,2037.0,355.0,2.6447,200000.0,NEAR BAY
-122.22,38.1,39.057733523230944,2256.0,448.0,1057.0,426.0,3.1204,110800.0,NEAR BAY
-121.78,37.24,13.837129584840325,2123.0,338.0,1067.0,339.0,6.0062,262700.0,<1H OCEAN
-118.39,34.08,52.0,3759.0,486.0,1407.0,422.0,15.0001,500001.0,<1H OCEAN
-118.44,34.0,35.58270387750001,1287.0,351.0,806.0,311.0,3.875,321300.0,<1H OCEAN
-124.15,40.78,31.706380955035698,2112.0,428.0,829.0,368.0,3.3984,90000.0,NEAR OCEAN
-118.48,34.0,30.690025196104607,1727.0,408.0,741.0,431.0,3.6121,500000.0,<1H OCEAN
-119.31,36.62,27.97824638033589,831.0,279.0,947.0,244.0,1.4481,51700.0,INLAND
-121.26,37.94,41.15235328891227,1610.0,372.0,1409.0,365.0,1.7574,51700.0,INLAND
-117.25,32.8,32.645920399565426,2442.0,617.0,1134.0,624.0,3.3274,295500.0,NEAR OCEAN
-120.95,38.69,15.51886877157691,3421.0,598.0,1689.0,545.0,5.2032,217100.0,INLAND
-122.28,37.9,52.0,2318.0,304.0,779.0,312.0,7.1754,362900.0,NEAR BAY
-114.59,33.61,34.9407564014394,4789.0,1251.0,3134.0,1056.0,2.1782,58400.0,INLAND
-118.01,34.14,25.60537401863955,3350.0,854.0,1816.0,744.0,2.8352,161700.0,INLAND
-121.29,38.67,23.690609680973594,1992.0,409.0,889.0,346.0,3.6516,130500.0,INLAND
-119.26,34.28,37.218512705713735,2822.0,683.0,1288.0,541.0,3.0799,254100.0,NEAR OCEAN
-116.85,34.98,21.17488058281721,3606.0,768.0,1683.0,608.0,2.6587,57400.0,INLAND
-118.01,34.11,39.21898906779127,1978.0,498.0,826.0,470.0,2.5114,212200.0,INLAND
-118.02,33.78,30.01365851788899,3375.0,497.0,1754.0,554.0,5.5446,228900.0,<1H OCEAN
-118.44,34.05,24.539059397397814,5943.0,1420.0,2492.0,1429.0,4.1141,305000.0,<1H OCEAN
-118.09,34.0,32.101490825239225,1580.0,401.0,1290.0,338.0,4.1458,162500.0,<1H OCEAN
-121.62,39.09,25.076511396189723,2693.0,441.0,1337.0,435.0,3.8534,99700.0,INLAND
-119.82,36.84,10.4622532816052,2289.0,343.0,1077.0,354.0,5.4868,158800.0,INLAND
-121.92,37.34,48.72219801609301,2101.0,447.0,1212.0,526.0,3.6389,239200.0,<1H OCEAN
-117.93,33.87,50.94602221752135,950.0,279.0,429.0,185.0,2.315,182100.0,<1H OCEAN
-117.09,33.13,8.72648629033092,5685.0,1337.0,3773.0,1250.0,3.0426,129900.0,<1H OCEAN
-117.26,32.95,36.989761972944244,1651.0,239.0,650.0,271.0,5.6582,500001.0,NEAR OCEAN
-121.35,38.61,31.43649230199516,4916.0,1411.0,2140.0,1136.0,2.5511,134100.0,INLAND
-122.73,41.76,17.492813239395527,2200.0,371.0,950.0,367.0,2.5357,94200.0,INLAND
-118.15,33.97,28.24371887382056,927.0,258.0,970.0,248.0,2.1591,181500.0,<1H OCEAN
-117.95,33.8,33.228507098475234,1654.0,261.0,905.0,292.0,4.6389,214600.0,<1H OCEAN
-118.16,34.2,46.300079382777085,1810.0,417.0,988.0,307.0,3.8203,176000.0,<1H OCEAN
-118.5,34.17,44.96736379849487,880.0,,369.0,155.0,4.1429,303600.0,<1H OCEAN
-116.91,32.78,12.255430195299903,4058.0,465.0,1580.0,473.0,7.5,316400.0,<1H OCEAN
-119.72,34.47,39.54636211784663,3262.0,641.0,1265.0,502.0,5.8411,381800.0,<1H OCEAN
-122.08,37.24,18.92118540612687,427.0,65.0,182.0,70.0,11.3283,500001.0,<1H OCEAN
-118.52,34.18,44.68802223510469,1700.0,376.0,930.0,349.0,3.675,213100.0,<1H OCEAN
-117.07,33.11,21.736045132930606,5565.0,1120.0,3004.0,1139.0,3.0054,142300.0,<1H OCEAN
-116.45,33.78,12.40378331860369,5228.0,1075.0,1177.0,639.0,3.0859,134600.0,INLAND
-117.79,34.02,10.366514003326342,18690.0,2814.0,9427.0,2777.0,6.4266,315600.0,<1H OCEAN
-118.31,34.03,30.017637847827245,2041.0,590.0,1479.0,495.0,2.1173,156600.0,<1H OCEAN
-121.98,37.36,32.219605511769885,1582.0,336.0,809.0,267.0,5.7059,287200.0,<1H OCEAN
-119.85,36.78,3.428785408375507,3096.0,692.0,1454.0,545.0,2.7857,79700.0,INLAND
-117.89,33.73,38.96671215263476,1308.0,332.0,2175.0,347.0,3.0824,177400.0,<1H OCEAN
-119.57,36.7,32.828633200725214,2370.0,367.0,1248.0,410.0,3.1442,72300.0,INLAND
-118.12,33.91,33.15358865483485,1432.0,265.0,749.0,261.0,3.5772,207400.0,<1H OCEAN
-120.44,34.97,22.5210712278596,1705.0,304.0,1605.0,307.0,3.7589,113700.0,<1H OCEAN
-117.81,33.88,20.188287430266637,2265.0,297.0,904.0,279.0,9.2327,461300.0,<1H OCEAN
-118.19,33.99,33.0949690856261,1212.0,239.0,1129.0,263.0,2.6673,142300.0,<1H OCEAN
-118.49,34.26,32.29812820810007,2722.0,414.0,1164.0,419.0,4.6591,239900.0,<1H OCEAN
-122.28,37.9,52.0,2003.0,308.0,658.0,244.0,10.0825,397000.0,NEAR BAY
-122.33,37.93,29.457829144299133,2326.0,510.0,1356.0,441.0,2.3475,90300.0,NEAR BAY
-122.52,37.94,20.61571153006832,1804.0,347.0,600.0,241.0,5.9582,500001.0,NEAR BAY
-118.7,34.29,27.949704899779242,1678.0,289.0,862.0,268.0,6.1834,229800.0,<1H OCEAN
-124.14,40.72,13.133336224493455,2581.0,577.0,1375.0,503.0,2.8446,100500.0,NEAR OCEAN
-120.66,38.4,22.95368837066577,2144.0,374.0,985.0,381.0,3.175,118500.0,INLAND
-118.31,34.19,11.373119892759878,3801.0,1023.0,1986.0,1078.0,2.0875,222700.0,<1H OCEAN
-119.82,36.72,28.4827382311841,2581.0,543.0,1642.0,509.0,1.6435,52600.0,INLAND
-121.33,38.66,14.731382702121314,2767.0,613.0,1275.0,568.0,2.5909,125400.0,INLAND
-121.66,36.89,11.139806493191383,2608.0,495.0,1531.0,457.0,5.5148,253500.0,<1H OCEAN
-121.64,36.67,26.258632318789246,256.0,65.0,214.0,60.0,3.0197,137500.0,<1H OCEAN
-119.83,34.43,37.4042810895355,798.0,422.0,699.0,301.0,2.1417,205000.0,NEAR OCEAN
-122.46,37.74,52.0,2180.0,406.0,856.0,326.0,5.3961,416900.0,NEAR BAY
-117.9,33.78,26.378661849911882,10336.0,3077.0,7111.0,2419.0,3.3627,197900.0,<1H OCEAN
-118.13,33.83,40.509305882751704,1710.0,355.0,786.0,344.0,4.2917,314700.0,<1H OCEAN
-121.13,37.74,25.73869765539082,409.0,120.0,244.0,98.0,3.4643,90900.0,INLAND
-117.99,33.67,26.506895324575183,3808.0,844.0,1776.0,756.0,4.625,282200.0,<1H OCEAN
-117.03,32.6,22.82748385524777,1335.0,245.0,742.0,215.0,5.152,143400.0,NEAR OCEAN
-117.99,34.06,30.738046026839765,2491.0,540.0,2660.0,595.0,2.564,145800.0,INLAND
-118.18,33.9,34.19851067242385,778.0,252.0,933.0,209.0,2.7292,143800.0,<1H OCEAN
-120.54,38.07,36.808542304822886,736.0,147.0,339.0,140.0,2.2875,79900.0,INLAND
-117.87,33.74,50.498594697683544,2411.0,534.0,2165.0,521.0,3.415,172500.0,<1H OCEAN
-117.88,33.69,23.832207243328906,5330.0,1051.0,2734.0,1000.0,5.2138,233100.0,<1H OCEAN
-117.39,34.04,24.035039667440742,2919.0,548.0,1841.0,564.0,2.8682,96400.0,INLAND
-122.2,39.93,10.138475724394954,1296.0,251.0,768.0,260.0,1.9191,54400.0,INLAND
-118.36,34.08,48.50369516007089,2373.0,553.0,1135.0,576.0,3.1765,225000.0,<1H OCEAN
-118.99,35.32,33.74064860124737,1576.0,411.0,870.0,282.0,1.6575,59500.0,INLAND
-122.71,38.37,15.673585739879908,2355.0,313.0,1014.0,348.0,5.6018,253000.0,<1H OCEAN
-121.45,38.51,32.3161485279634,4221.0,966.0,2294.0,850.0,2.2245,75900.0,INLAND
-122.26,38.04,41.954335813468624,2512.0,563.0,1179.0,480.0,2.694,123000.0,NEAR BAY
-122.24,37.47,38.701473997882985,1504.0,250.0,689.0,287.0,6.1244,308800.0,NEAR OCEAN
-121.88,37.41,26.892784730654036,3224.0,564.0,2183.0,655.0,4.3807,226900.0,<1H OCEAN
-122.42,37.64,42.15111225818477,98.0,25.0,68.0,19.0,2.225,212500.0,NEAR OCEAN
-118.3,33.85,42.40381159044045,123.0,32.0,142.0,40.0,2.3942,200000.0,<1H OCEAN
-122.3,37.55,35.01251153108272,3675.0,689.0,1930.0,715.0,3.9833,342800.0,NEAR OCEAN
-118.22,34.12,32.437632287994184,3306.0,1174.0,2670.0,942.0,3.0919,185400.0,<1H OCEAN
-118.19,33.82,13.40020604029979,872.0,229.0,422.0,221.0,4.6364,156300.0,NEAR OCEAN
-117.27,34.14,34.215727519762765,3795.0,621.0,1742.0,585.0,4.1,96400.0,INLAND
-117.73,33.63,17.071533170687225,2874.0,652.0,1382.0,586.0,5.5137,161800.0,<1H OCEAN
-120.44,34.64,4.757895651914339,787.0,143.0,446.0,133.0,4.6023,163400.0,NEAR OCEAN
-121.29,38.28,6.119332199682495,1554.0,250.0,793.0,233.0,4.8073,156700.0,INLAND
-117.68,33.63,16.984836832444145,5830.0,895.0,2897.0,891.0,6.2403,257400.0,<1H OCEAN
-117.61,34.12,14.311936162353934,6709.0,1316.0,3954.0,1161.0,4.6997,156900.0,INLAND
-118.02,34.11,41.69819832513945,1504.0,317.0,718.0,261.0,4.625,219000.0,INLAND
-121.89,37.23,17.05800494107102,3574.0,550.0,1503.0,487.0,8.1988,355900.0,<1H OCEAN
-122.13,37.41,36.66940788018116,4787.0,1121.0,2039.0,890.0,5.4063,440900.0,NEAR BAY
-117.93,33.72,16.079780684495006,4461.0,611.0,2095.0,580.0,7.6709,319500.0,<1H OCEAN
-118.41,33.94,46.78743138939659,2038.0,342.0,1086.0,387.0,4.7375,289600.0,<1H OCEAN
-118.29,33.71,43.63936282800731,3135.0,668.0,1815.0,697.0,3.7596,300000.0,NEAR OCEAN
-117.84,33.76,20.959260609175566,238.0,59.0,93.0,50.0,5.375,215700.0,<1H OCEAN
-117.14,32.92,6.379050268523111,3069.0,813.0,1541.0,736.0,3.814,132500.0,<1H OCEAN
-117.91,33.89,36.34005865554674,1631.0,205.0,523.0,216.0,7.875,351900.0,<1H OCEAN
-124.16,40.8,52.0,2416.0,635.0,1150.0,571.0,1.7308,80500.0,NEAR OCEAN
-120.79,36.06,36.816010992149515,1916.0,361.0,1019.0,314.0,2.4881,87500.0,<1H OCEAN
-117.27,34.14,42.61937774209176,1517.0,242.0,658.0,245.0,4.4435,97600.0,INLAND
-120.84,37.51,3.367113964811729,1191.0,218.0,688.0,260.0,2.7243,138400.0,INLAND
-121.98,38.32,42.268154034540885,19.0,6.0,7460.0,6.0,10.2264,137500.0,INLAND
-118.14,34.16,35.899970063492965,2598.0,909.0,2869.0,769.0,2.1377,142300.0,<1H OCEAN
-120.88,38.45,24.73665131121485,1374.0,370.0,657.0,288.0,2.5476,97900.0,INLAND
-116.43,34.1,15.205710602668287,6683.0,1568.0,2677.0,1227.0,2.4828,84000.0,INLAND
-118.04,33.76,17.97674170163397,2070.0,251.0,878.0,297.0,7.0879,338800.0,<1H OCEAN
-122.04,37.34,28.73344368986998,1994.0,311.0,704.0,283.0,7.7799,447300.0,<1H OCEAN
-118.9,35.41,5.106065714725073,4656.0,1155.0,2320.0,935.0,3.0938,100800.0,INLAND
-117.18,32.75,52.0,1539.0,196.0,535.0,224.0,5.392,408500.0,NEAR OCEAN
-122.06,37.58,16.51173479126054,8112.0,1219.0,4576.0,1348.0,5.6758,253400.0,NEAR BAY
-122.66,38.48,14.010783915739703,2697.0,427.0,1462.0,515.0,4.2051,190300.0,<1H OCEAN
-122.47,37.5,21.773427779804223,2297.0,380.0,1086.0,381.0,4.875,334600.0,NEAR OCEAN
-117.17,32.71,8.11185327635156,2493.0,707.0,951.0,641.0,4.2375,205000.0,NEAR OCEAN
-122.18,37.72,41.965493881779366,1498.0,275.0,1003.0,305.0,3.8047,156700.0,NEAR BAY
-117.18,32.76,3.9448518643591113,3694.0,1059.0,1297.0,807.0,3.6492,158900.0,NEAR OCEAN
-119.27,36.34,9.855107819491948,3433.0,772.0,1793.0,626.0,3.5296,83700.0,INLAND
-121.71,37.99,22.837728796652776,3861.0,847.0,2085.0,707.0,3.3558,129700.0,INLAND
-118.21,34.04,52.0,846.0,239.0,1153.0,281.0,2.1923,155000.0,<1H OCEAN
-122.13,37.4,26.65103584726761,6027.0,1116.0,2687.0,1171.0,5.1335,461200.0,NEAR BAY
-121.4,36.84,52.0,1860.0,471.0,1215.0,367.0,2.9554,136500.0,INLAND
-117.24,32.95,17.1725082593843,1591.0,253.0,547.0,243.0,5.9547,329300.0,NEAR OCEAN
-120.9,39.95,27.051518662523897,1349.0,273.0,601.0,203.0,3.5417,96600.0,INLAND
-118.23,33.92,35.26990498358612,1735.0,412.0,1699.0,386.0,1.1793,103800.0,<1H OCEAN
-118.46,34.0,32.24815539395663,1392.0,260.0,679.0,247.0,4.7344,346900.0,<1H OCEAN
